Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
30,Male,USA,Chicago,0.7,20,30.6,15.5,34.9,13,24.7,136.63,27,92.04,12.6,33.3,4,5,32.9,36.8,1,2235.46,3826,0,Q4
20,Female,USA,New York,2.2,22,38.4,14.4,41.3,6,23,83.93,22,13,1.6,47.9,6,,54.7,33.7,2,2027.44,3580,1,Q3
18,Male,USA,Phoenix,1.8,4,24.6,6.6,60.9,2,9,101.91,25,46.4,12.8,,7,0,0,15.8,1,898.87,,0,Q3
20,Male,India,Bangalore,1.4,12,20.4,7.4,52.7,2,7,210.35,15,12,3.3,16.1,7,2,30.1,14.9,3,1720.33,3049,1,Q1
18,Male,USA,Chicago,3.4,26,46.7,13.1,13.1,5,22,71.45,,71.9,3.9,47.4,2,5,58.7,34.1,1,1380.25,4683,0,Q3
42,Male,USA,Houston,2.8,9,14.4,4.9,60.8,,6,193.31,8,31.5,5.2,0,10,2,36.4,21.8,3,1112.61,2229,0,Q3
18,Male,USA,Houston,2.2,9,25.6,8.2,59.2,3,9.1,78.65,19,67.8,2.3,7.7,1,4,17.1,19.4,1,525.52,,0,Q4
34,Female,USA,Houston,2.3,8,25,9.9,41.7,1,13,144.94,3,,3,47.7,10,4,36.8,,1,1872.95,4034,0,Q3
51,Male,India,Chennai,4,2,29.8,5.7,54.8,3,9,347.97,12,64.6,8,16.9,6,3,18.1,19.4,2,2683.52,1064,1,Q2
25,Male,USA,Houston,3.9,22,34.7,11.7,30.9,4,12,109.2,2,46.8,6.9,31.5,6,3,37.8,21.2,1,1286.25,2555,0,Q1
31,Female,USA,Los Angeles,2.9,6,23.4,8.1,84.6,2,7,119.52,,,3,13,9,1,0.5,10.1,2,802.88,2171,0,Q2
,Female,USA,Houston,0.2,10,22,6.4,87.4,0,15.6,79.47,8,28.2,20.5,0,4,0,0,11.5,3,1073.16,1045,1,Q4
18,Female,India,Chennai,2.6,7,13.6,5.3,79.2,0,4,85.07,8,8.9,7.8,0,8,0,11.5,5.2,1,326.9,252,1,Q2
38,Male,USA,Chicago,0.8,27,34.3,10.6,40.9,11,18,60.28,0,,2,38.7,1,5,,33.2,3,1122.19,1864,1,Q1
,Female,USA,New York,9.1,14,,7.3,62,,6,98.04,9,50.3,8.6,3.2,10,2,16.4,16,2,499.25,1359,0,Q3
27,Female,USA,Houston,0.7,11,31.1,9.4,42.3,5,11,135.87,10,41.5,14.2,20.5,3,1,46.4,29.1,,1541.74,1114,0,Q2
24,Female,USA,Los Angeles,1.3,2,28.5,5.4,60.6,2,7,218.23,34,43.8,4.3,18.5,5,2,23.9,13.2,3,1353.81,743,0,Q2
49,Female,USA,Los Angeles,4.7,0,14.8,1,82.2,0,1,90.45,54,92.2,22.3,5,5,0,0,,3,75.26,0,1,Q1
21,Male,USA,Chicago,3.4,15,37.4,13.6,34.4,6,15,116.69,10,25.9,5.2,13.5,2,3,52.1,22,1,1571.4,2924,1,Q3
18,Male,USA,Phoenix,10,12,27.8,,49.4,2,12,84.7,27,36,4.5,10.4,6,0,0,17.8,1,1034.42,1788,0,Q2
35,Male,USA,Chicago,6.8,0,14.4,5.3,90.8,,1,128.74,6,46.9,7,0,5,2,0.7,,1,149.17,27,0,Q1
34,Male,USA,Chicago,10,3,7.5,1.6,82.1,1,4,133.53,23,63.4,5.5,7.8,6,0,6.1,2.7,2,622.53,0,1,Q3
38,Female,USA,Los Angeles,1.2,12,,11.4,65.6,3,15,174.13,37,32.2,2,22.8,12,1,18.2,23.8,2,2708.87,2845,1,Q3
23,Female,USA,Phoenix,1.9,13,44.4,14.8,36.1,7,17,94.86,1,70.6,4.3,24.8,3,3,69.3,25.7,3,1643.01,2596,0,Q3
48,Female,USA,Los Angeles,5.1,4,23.1,3.9,76,,11.7,98.64,33,,4.7,,9,0,10.8,,4,778.59,1879,0,Q4
37,Male,USA,Phoenix,0.5,0,17.7,6.4,55.1,,9,70.03,0,43.4,1.7,0.5,5,4,33,10.5,2,672.25,0,0,Q2
41,Male,USA,Houston,0.7,8,23.9,,53.1,3,17,124.94,16,20.2,4.6,14.2,2,1,12.1,20.4,3,1994.41,,0,Q1
32,Male,India,Delhi,4.9,20,36.9,15.5,19.9,7,16,168.48,12,37.7,0.3,40.6,5,7,35.8,31.7,1,2819.97,3866,0,Q1
,Male,India,Hyderabad,3.8,1,18.2,7.9,55.6,1,12,94.36,0,61.2,6.1,9.2,7,4,12.2,23.6,2,1154.52,1605,0,Q2
30,Male,USA,Houston,3.3,23,38.9,16.7,25.7,5,23,144.18,25,,,37,2,6,64.1,20.7,2,2976.68,5021,0,Q3
31,Female,USA,New York,1.6,11,22.5,6.9,44.9,5,10,129.98,22,33.7,1.9,16.5,6,4,25.9,21,2,1330.75,3346,0,Q1
32,Female,USA,Los Angeles,4.1,17,30.4,,62.2,8,12,53.29,9,39.5,6.6,49,3,3,31.5,30.8,1,613.31,2529,0,Q1
47,Female,India,Delhi,0.6,6,25.9,9,59.9,2,8,104.3,11,60.6,1.4,10,4,0,0,19.3,3,814.64,1466,0,Q1
49,Male,USA,Houston,2.1,7,27.8,8.7,71.1,4,13,87.47,63,26.2,,20.5,5,4,25.8,,2,1098.44,709,0,Q3
,Male,USA,Houston,2.2,23,50.9,12.9,19,12,20,203.31,2,,,30,3,7,42.8,31.1,1,3299.26,3692,0,Q3
18,Male,USA,Phoenix,4,0,7.7,7,74.9,0,6,128.48,45,20.1,14.5,4.2,7,0,41.5,6.2,4,806.82,782,1,Q3
26,Male,India,Chennai,1,6,18.9,7.1,61.4,4,9,160.69,91,81.2,14.9,7.4,5,2,,16.5,2,1262.47,0,1,Q2
32,Other,USA,Phoenix,1.3,0,16,7.2,72,,8,127.14,51,56.1,9.3,14,7,3,,10.2,4,1087.99,0,1,Q2
28,Female,USA,Los Angeles,2.3,13,23.1,5.1,69,3,11,116.97,19,19.5,0,0,6,4,10.4,19.8,,1284.07,3978,0,Q3
35,Male,USA,Houston,3.6,14,22.8,9.3,46,6,16.9,70.88,2,41.76,0.6,0.5,7,0,40.7,15.2,2,873.93,1771,0,Q4
25,Male,USA,New York,2.6,11,31.7,8.6,58.7,4,13,86.86,5,61.44,2,13.4,5,6,13.8,20.8,2,921.62,312,0,Q4
20,Male,USA,Los Angeles,1.4,0,15.2,2.5,90.5,3,3,133.52,18,34.6,1.3,7.8,8,2,0,,1,409.42,527,1,Q2
32,Female,USA,Los Angeles,1.6,12,39.7,12.3,56.2,9,22.1,255.06,39,32.28,1.8,28.7,2,4,50.4,25.8,3,4916.26,3254,0,Q4
38,Female,USA,Houston,1.6,9,6.9,4,68.3,0,5,229.8,12,51.3,13.5,14.5,8,3,6.4,,3,1278.49,232,0,Q2
46,Male,India,Bangalore,1.3,0,8.7,9.9,73.3,1,3,128.03,6,49.6,7.4,,4,1,3.5,3.9,2,327.71,1295,0,Q1
38,Male,USA,Houston,6.7,0,2.8,2.3,56.5,1,7,66.01,,,10.1,2.7,11,0,20.1,,4,535.05,339,1,Q2
24,Male,USA,Phoenix,2.1,23,36,17.6,30.1,7,29.9,87.44,60,44.28,13.2,31.2,4,10,54.7,41.5,2,2128.42,4416,0,Q4
36,Male,USA,Houston,2.5,6,29.5,12.1,75.4,3,10,167.01,25,34.4,6.1,29.8,7,5,6.8,15.9,,1656.76,1267,0,Q2
,Female,India,Hyderabad,0.3,18,32.7,10.3,48.3,7,18,165.88,38,51.2,16.7,28.6,4,5,20.9,24.1,1,2474.43,3337,0,Q2
42,Male,USA,Phoenix,1.8,12,26.3,8.5,48.6,7,16,148.98,22,34.7,5.5,34.8,7,,35.7,30.2,1,2277.06,2785,1,Q1
,Male,USA,Los Angeles,0.6,10,31.1,6.9,62.2,3,11,101.41,10,67.3,7.2,9,4,4,21.3,9.2,2,1178.99,1533,1,Q2
36,Female,USA,Houston,5.8,12,35.2,14.2,46.3,5,12,147.17,11,64,0.2,27.4,2,5,28.3,23.7,2,1880.08,3024,0,Q3
44,Male,USA,Los Angeles,2.6,17,22.6,5.8,68.6,6,11,144.25,1,26.4,3.2,10.9,3,1,4.1,13,3,1561.35,3128,0,Q1
18,Male,USA,New York,1,9,23.1,8.4,56.4,5,12,76.1,80,30.3,25.6,8.7,10,2,31.9,,3,806.49,2296,1,Q3
44,Male,USA,New York,4.9,12,26.1,5.8,64.4,0,9,130.84,76,79.5,6.8,13.3,7,2,5.1,13.6,1,1397.26,2740,1,Q2
36,Male,India,Delhi,0.3,2,,5.7,69.1,3,4,79.4,29,30.6,0.8,6.4,4,2,7.2,15.2,2,262.09,2667,0,Q1
29,Male,USA,Phoenix,2.9,9,,9.4,60.7,5,13,129.67,25,24.7,8.7,7.4,1,3,,25.7,3,1834.02,1849,0,Q3
35,Female,USA,Phoenix,2.3,13,15.8,5.8,59.6,4,10.4,108.64,6,71.04,7.1,25.1,7,1,2.5,4.9,4,878.6,2695,0,Q4
38,Female,USA,New York,4.8,23,31.5,14.2,31.6,6,16,99.5,46,33.5,6.4,30.5,6,3,33.7,22,3,1442.82,5430,0,Q3
,Female,USA,Phoenix,0.9,26,43.1,16.7,28.6,8,21,60.97,56,11.9,6.1,42.5,2,2,52.3,31.8,2,1444.28,3076,0,Q2
42,Female,USA,Phoenix,3.2,9,18,9.7,86.8,1,5,250.03,14,42.8,8.3,20.7,6,1,41.8,15,1,1157.73,462,1,Q1
20,Female,India,Hyderabad,2.9,3,33.1,5.4,66,0,5,94.67,1,67.6,11.5,4.5,9,1,8.4,12,3,459.78,957,0,Q3
,Female,USA,Los Angeles,2.5,7,12.3,4.7,71,1,7,149.55,16,17.1,3.3,,7,1,6.2,14.3,,881.32,1103,0,Q3
56,Male,USA,Los Angeles,3.2,10,21,8.5,81.6,6,14,109.47,,84.9,2.1,26.4,5,1,31.6,11.6,3,1824.79,2757,0,Q2
24,Male,USA,Los Angeles,1.4,0,,6.2,62,2,9.1,122.58,14,49.92,3.7,0,5,1,6.5,8.6,4,958.82,,0,Q4
32,Male,USA,New York,0.8,1,,5,69.2,0,8,149.71,31,59.9,2.3,11.7,7,0,22.5,18.7,1,1003.68,877,0,Q1
38,Female,USA,Los Angeles,3.2,16,41.1,9.4,39,8,13,86.95,,19.2,8.5,27.5,4,4,23.4,28.4,1,922.18,1423,0,Q1
56,Female,India,Mumbai,2.9,3,29.1,8,63.8,2,13,98.05,18,,5,9.6,6,0,21.7,19.7,3,980.59,3108,0,Q4
36,Female,USA,New York,5.1,12,30.6,8.3,50.2,7,13,140.26,45,27.9,15.8,34.1,10,1,8.8,22.9,4,1624.26,2700,0,Q1
51,Male,USA,Phoenix,1.2,23,31.5,13.8,26.9,6,17,98.15,2,9.1,9.4,59.8,4,3,60.7,30.6,2,1594.06,2603,0,Q2
51,Male,USA,Phoenix,5.2,14,18,8,60.3,,20.8,76.56,4,39.72,14.9,8.1,9,6,17.6,20.5,3,1024.08,1992,0,Q4
49,Male,USA,Chicago,0.9,9,18.6,,72.5,1,6,149.43,36,30.7,1.2,0,7,0,26.3,15.5,1,871.58,570,1,Q1
49,Female,India,Bangalore,1.3,23,29.3,12.1,54.6,,27.3,91.37,6,66.12,,27.8,1,5,46.4,,5,2167.42,3106,0,Q4
54,Female,USA,Chicago,0.3,7,15.8,6.6,63.3,3,10,73.38,21,65.1,1.3,0,14,,22.3,12.9,2,650.84,1503,0,Q1
23,Male,USA,Chicago,2,5,20.9,,62.4,0,7,199.13,10,84.1,10,27,2,4,0,11.4,3,1179.23,2509,0,Q2
64,Male,India,Mumbai,1.9,5,19.6,5.4,81.8,0,5.2,149.78,130,21.12,8,13.4,8,0,0,7.1,1,671.59,0,1,Q4
36,Male,USA,Houston,1.8,19,34.6,13,47.4,7,17,132.2,15,35.1,,35.3,8,5,31.2,,2,2106.5,,1,Q2
18,Female,India,Delhi,2.9,15,35.1,8.7,70.2,5,13,137.19,0,82.8,7.2,42.9,8,4,35.9,28,,1722.02,,0,Q3
,Female,USA,Los Angeles,2.2,2,,,84.2,0,7,108.8,17,26.7,11.4,,8,0,0.9,6.8,5,670.91,17,1,Q2
52,Male,USA,Los Angeles,2.2,24,31.3,12.7,50.1,11,13,121.86,8,24.7,2.1,24.2,2,3,62.2,31.7,,1454.93,3436,0,Q3
23,Male,USA,Houston,1.1,12,31.2,5,42,,16.9,98.74,21,1.08,8,28.1,4,4,29.5,23.9,2,1252.97,1231,1,Q4
46,Male,USA,Phoenix,2.6,13,,,68.9,1,12,88.87,1,25.1,2.1,11.2,8,2,43,13.4,3,858.82,4052,0,Q3
37,Male,India,Hyderabad,4.4,1,25.6,10.5,65.2,1,9,212.04,59,67.1,6.1,22.9,7,2,10.9,8.3,2,1776.77,2945,0,Q2
23,Female,USA,Phoenix,1.8,13,29.8,10.9,40.4,7,10.4,144.43,7,43.68,1.3,29.4,4,1,24.1,27.4,2,1016.25,1746,0,Q4
30,Female,USA,Chicago,0.5,6,19.2,,72.1,2,16.9,117.29,83,66.6,5.8,16,8,2,,,1,1774.52,2730,0,Q4
33,Female,USA,Phoenix,1.1,10,25.5,10.7,41.7,9,13,162.43,22,33.6,2.2,39.4,6,7,28.1,25.6,1,1918.48,348,1,Q3
50,Female,USA,New York,2,0,17.2,8.4,81.4,4,8,80.94,54,47.4,2.3,24.2,5,1,0,19.1,2,553.7,1973,0,Q2
18,Female,USA,Houston,7.4,26,43,12.5,17.3,11,25,249.2,18,30.5,4.6,33.4,4,,69.2,40.3,1,6098.38,3574,0,Q2
35,Female,India,Chennai,2.1,0,17.4,3.2,72.1,2,11.7,65.37,9,32.76,1.6,14.2,8,2,5.9,15.7,3,565.62,2118,0,Q4
37,Female,USA,Los Angeles,1.6,0,21.1,7.6,58.4,1,5,109.86,23,28.6,14.8,3,7,4,14.6,,1,567.42,1786,0,Q3
31,Male,USA,Los Angeles,3.9,19,42.2,12.2,19.6,5,23.4,150.65,65,18.24,4.5,33.9,1,8,,33.8,2,2353.47,,0,Q4
50,Male,USA,Phoenix,4.9,20,34.3,11.6,46.2,3,13,97.91,2,56.4,4,21.7,5,1,30.1,17.5,3,1336.4,2861,0,Q2
34,Female,USA,Houston,6.3,0,13.2,4.7,77.7,1,5.2,128.55,61,16.32,0.9,13,7,0,36.6,3.3,2,565.33,1437,1,Q4
39,Female,USA,Phoenix,3.2,11,30.7,,57.3,3,17,200.15,39,16.2,7.2,12.5,7,4,38.5,21.1,4,3973.2,1793,1,Q3
48,Female,USA,Houston,0.5,1,19.1,5.3,64.9,0,6,184.02,0,43.5,3.8,0,4,1,27.8,4.7,2,892.91,1110,0,Q2
38,Female,USA,Chicago,3.2,14,20.9,7.8,51.3,1,14,61.74,25,71.6,6.6,10.9,6,2,4.9,,3,835.75,1693,0,Q3
18,Male,USA,Houston,3.8,8,26,2.4,61,2,4,165.15,41,50.7,0.4,6.4,6,2,7.9,4.2,1,639.38,1599,0,Q1
62,Male,USA,Houston,0.6,13,36.8,7.8,52.4,3,10,83.62,21,54.8,1.9,10.9,4,6,25.2,15.1,2,687.92,2052,0,Q1
42,Male,USA,Los Angeles,4.2,0,,11,71.9,1,8,104.17,118,31.4,7.8,,3,2,15.5,11.1,1,715.37,0,1,Q3
45,Female,India,Hyderabad,2.5,20,30.1,,50,,18,150.17,9,30,14.7,15.9,5,6,35.6,23.1,1,2880.72,,0,Q2
46,Female,USA,Phoenix,0.8,13,33.9,8.8,75.3,1,14,101.37,22,10.7,9.3,29.5,7,1,30.8,15.5,1,1388.33,1748,0,Q3
22,Male,USA,Los Angeles,4.5,19,26.3,5.2,57.1,4,11,89.15,42,43.3,1.3,27.3,5,3,23,17.6,3,825.56,1503,0,Q1
56,Male,USA,Phoenix,1.7,9,19,3.4,74.1,1,10,112.81,20,53.8,19.6,,2,0,24,6.1,1,1302.06,,1,Q1
45,Female,USA,New York,2.2,21,27.4,12,49.8,5,15,68.59,17,54.9,1.5,50,6,4,21.5,,4,1060.03,897,0,Q1
19,Female,India,Bangalore,2.9,6,16.2,2.1,70.8,0,6,121.49,43,61.3,6.8,0.8,6,1,0,,2,587.98,843,1,Q1
28,Female,USA,New York,1.3,3,19.2,3.7,80.3,1,8,84.19,41,,10.7,,8,0,,7.9,1,806.34,1275,1,Q2
36,Male,USA,Phoenix,0.1,11,30.2,6.8,39.8,4,14,104.37,12,39.9,3,19.8,7,5,42.5,17.2,2,1582.61,835,0,Q2
28,Male,USA,Chicago,6.7,33,49.2,17.2,22.8,9,18,149.64,0,42.2,0.1,45.4,3,5,50.7,38.8,3,2226.4,3981,0,Q3
48,Female,USA,Los Angeles,2.4,7,24.7,7.3,89,4,11.7,143.07,4,76.68,9.2,8.4,3,3,32.1,,3,1543.75,,0,Q4
18,Female,USA,Houston,0.4,0,,3.3,73.5,0,4,74.24,22,65.6,4.9,16.9,7,1,9.4,21.4,1,315.79,1194,0,Q2
18,Male,USA,Chicago,1.4,13,17.1,5.8,77.9,4,9.1,157.35,23,42.24,5,12.6,4,1,20.8,15.2,2,981.07,2269,0,Q4
30,Female,USA,Los Angeles,3.4,5,15.6,4.3,71.7,4,9,82.1,108,7.5,,13.3,6,,52.3,11.4,2,773.4,2022,1,Q2
50,Male,India,Chennai,3.7,17,37.9,10,39.8,6,18,81.04,37,17.1,4.8,35.1,9,4,,28.6,4,1679.11,2409,0,Q3
29,Female,USA,Chicago,4.9,0,5.9,5.1,60.4,1,2,124.43,25,79.9,26.9,10.8,6,0,4.6,6.2,3,280.95,0,1,Q2
64,Female,USA,Chicago,2.6,20,21.1,5.9,84.9,2,9.1,107.75,10,28.8,2.7,2.1,5,2,15.5,7.5,5,725.41,2419,0,Q4
25,Female,India,Chennai,2.5,11,29.5,7.8,50.5,2,9,175.09,5,40.2,4.3,13.5,5,1,0,13.8,4,1644.04,770,0,Q2
35,Female,USA,Houston,4.9,17,27.5,14.1,41.6,8,-3,231.26,,10.7,18.6,26.4,3,3,41.5,23,3,6321.85,,0,Q3
43,Male,India,Hyderabad,4.9,7,31.5,10.3,54.1,6,8,179.16,21,18.5,1.4,21.6,4,3,26.6,13.5,5,1368.83,2711,0,Q3
48,Male,USA,Los Angeles,0.356011847,15,25.9,,73.5,4,71,178.27,8,33.4,85.47694004,8.8,7,2,0,10.6,1,2101.72,1688,1,Q1
30,Female,USA,Phoenix,0.1,16,42.3,12.2,35.6,13,15,117.15,4,63.4,1.6,31.3,8,2,51.3,34.7,2,2046.53,4601,1,Q1
39,Male,USA,Houston,6.9,13,26.7,10.8,43.2,4,15,127.23,16,41.2,10.3,22.8,2,3,62.9,23.1,1,1764.21,2529,0,Q2
53,Male,India,Mumbai,2.7,14,32.2,,50.5,3,8,122.81,11,,4.9,15.1,3,3,,19.7,1,1161.19,2577,0,Q2
40,Female,India,Mumbai,4.1,6,13.2,8.1,56.1,2,13,126.54,33,23.1,10.2,28.5,5,3,38.1,14.9,2,1458.38,2148,0,Q1
53,Female,USA,New York,0.9,32,44.4,13.5,32.2,13,20,94.95,9,75.5,5.5,35.4,5,4,71.7,23,1,1819.37,3431,0,Q1
34,Female,USA,Houston,2,16,33.4,11.2,49.8,2,18.2,95.67,,51,3.8,0,6,3,14.6,21.7,4,1291.19,2350,0,Q4
53,Female,USA,Phoenix,1.3,11,29.4,10.3,45.5,4,18,135.42,46,29,4.4,14.7,3,4,29.3,23,3,2813.8,1656,0,Q3
57,Male,USA,Los Angeles,2.6,4,11.7,,57.9,6,11.7,64.63,27,83.16,3.8,8,6,3,0,13.6,1,677.64,1563,0,Q4
34,Female,USA,Houston,3.7,0,1.3,,77.9,0,3.9,62.14,,46.08,1.3,21.3,3,0,0,8.5,,190.24,1759,0,Q4
34,Male,USA,Los Angeles,5.4,6,12.2,9.5,79.6,2,11,247.8,140,43,11.2,4.6,9,1,0,10.4,,2538.67,896,1,Q1
37,Female,India,Hyderabad,0.7,11,33.9,8.6,62.2,5,10,106.07,20,7.1,4.3,30.6,5,2,21.6,25.6,3,997.44,497,0,Q3
19,Female,USA,New York,1.1,32,52.2,14.9,33.8,7,32.5,83.71,5,25.08,1.7,51.8,0,6,35.1,46.1,2,1711.37,4046,1,Q4
18,Male,USA,Houston,3,15,24.4,11.3,54.8,2,13,100.21,7,28.9,6.7,18.3,13,1,0,19.8,3,1444.2,1413,1,Q1
42,Male,USA,New York,4,12,13.1,8.2,47.7,2,18.2,75.16,6,72.12,,20.2,6,3,38.4,29.7,4,984.8,2678,0,Q4
18,Female,USA,Phoenix,1.8,1,17.9,3.9,62.3,,10,53.58,10,16.1,2.8,6.4,4,1,29.9,17.5,4,492.83,2048,1,Q1
52,Male,India,Bangalore,0.8,14,30.1,6.4,60.2,7,15.6,118.39,32,81.72,4.9,15.4,3,3,47.8,22.4,1,1699.04,1347,0,Q4
32,Female,USA,Los Angeles,3.2,15,34.7,13,42.6,3,16.9,128.85,35,65.4,1.8,38.5,7,,46.6,13.5,1,1542.29,2023,0,Q4
31,Male,USA,New York,0.9,31,57.2,11.7,26.1,9,21,114.19,27,40.5,9.6,58,1,3,79.6,37.2,2,2240.57,1757,1,Q3
32,Female,USA,Chicago,1.8,19,36.3,8.1,45.1,6,13,159.41,14,58.9,1.7,41.7,7,1,,19.9,2,1662.36,2135,0,Q3
23,Female,India,Delhi,2.9,5,17.9,4.4,80.5,1,7,89.21,12,33.6,5.2,0,6,0,17.8,7.5,2,589.81,172,1,Q3
49,Male,India,Mumbai,2,11,28,6.1,34.3,2,9,43.85,80,20.2,5.1,29.1,5,3,16.2,7.4,4,419.76,796,0,Q2
32,Male,USA,Chicago,2.7,8,11.7,1.4,89.1,0,3.9,115.13,11,35.88,3.9,,11,0,6.6,0,1,284.91,,1,Q4
22,Female,USA,Los Angeles,2.1,7,16.5,9.3,60.3,0,8,96.23,10,57.3,18.6,0.1,3,2,1.6,,3,700.75,,0,Q3
37,Female,USA,Chicago,3.2,0,17.9,6.8,57.3,2,8,87.38,,75.8,8,39.6,7,2,27.7,21.8,1,621.01,719,0,Q2
51,Male,India,Hyderabad,2.2,14,22,5.2,56.6,3,12,209.59,12,15.2,1.9,4.5,11,8,41.4,19.5,2,2262.49,3390,1,Q2
23,Female,USA,Los Angeles,6.1,0,,1.6,77.1,0,2,126.87,48,41.5,8.5,3.3,9,0,19.8,6.7,1,290.01,124,1,Q3
,Female,USA,New York,2.3,0,,,74.4,0,8,105.48,16,19.4,4.4,16.7,5,0,,10.5,1,977.65,445,0,Q3
37,Female,USA,New York,2.7,26,43.2,11.9,24.4,,23.4,71.12,,34.68,6.4,31.8,6,,84.6,28.6,3,1062.58,1123,0,Q4
36,Female,India,Mumbai,0.3,5,5.7,7.9,56.9,2,10.4,167.31,123,33.48,2.7,0.2,5,3,0,0,2,1232.69,,1,Q4
50,Male,USA,Phoenix,3.5,22,36.1,13.5,39.8,5,24,113.17,,66.9,9.3,24.9,4,2,47.6,28.8,1,2979.42,1101,0,Q1
21,Male,USA,Houston,0.5,12,50.2,12.3,40.8,9,20,71.38,30,45.9,13.9,34.9,3,8,47.1,28.3,1,1201.78,2996,0,Q3
49,Male,USA,Houston,4.5,2,20.6,7,50.5,2,9.1,65,48,69,8.3,12.9,3,6,,7.8,1,367.88,139,0,Q4
44,Female,USA,New York,3,16,40.8,12.7,51.9,4,14,60.65,15,32,6.7,19.8,6,2,57.8,27.6,2,685.01,3220,0,Q2
37,Female,USA,Phoenix,2.2,15,28.3,6.5,51,9,19.5,174.65,12,94.8,11.2,20.7,5,7,,18.4,1,2464.33,,0,Q4
,Female,India,Bangalore,1.6,10,17.9,6,76.3,3,7.8,105.29,29,55.44,1,0,7,2,29.6,25.6,1,531.13,2957,0,Q4
50,Female,USA,New York,3.5,2,19.1,5,85.6,3,12,124.6,12,52.6,,,3,1,13.3,9.1,3,1345.82,2291,0,Q3
24,Male,USA,Los Angeles,2.3,19,34.6,14.8,42.2,9,19,215.73,12,22,,62.2,3,4,,31.9,3,4067.73,4256,1,Q3
41,Male,USA,Houston,5.8,19,30.5,13.3,46.5,6,15,155.57,9,28.6,5.2,39.3,4,,34.9,19,2,2586.57,,0,Q2
44,Male,USA,Houston,0.4,15,44.7,12.8,29.1,7,22,56.66,24,37.4,11.2,46.9,3,7,32.9,38.1,3,1352.96,3352,0,Q1
,Female,India,Mumbai,7.5,21,42.2,15.4,40.8,7,32.5,220.94,49,43.92,0.8,44.1,3,8,47.4,28.3,1,6567.83,3525,0,Q4
29,Male,USA,Chicago,3.1,5,40.3,11.6,42.9,4,13,233.7,19,36.5,12.5,11.8,2,4,23,28,,2777.31,4862,0,Q2
34,Female,USA,Houston,7.3,6,35.6,11.5,44.1,9,15,154.4,1,37.5,2.6,,5,6,45.6,23.4,1,2094.95,1559,0,Q1
41,Male,India,Chennai,1.3,4,19.2,8.1,52.7,3,9,105.33,46,13.2,8.9,0,12,3,33.2,12.6,4,1045.44,,0,Q2
44,Male,USA,New York,0.7,24,37.9,7.8,75.6,10,31.2,79.82,31,25.56,6.1,31.9,3,1,36.1,18.3,,1619.49,1636,0,Q4
53,Female,India,Mumbai,0.2,11,26.1,8.8,30.1,8,13,135.05,98,65.3,8.7,17.8,4,,41.7,20.6,5,1569.98,,0,Q1
50,Male,India,Mumbai,2.3,31,51.8,12.5,39,13,19,125.65,18,25.4,18,42.5,1,11,67.8,21.8,2,2279.37,4784,0,Q1
47,Male,USA,Los Angeles,1.5,1,,4,71.1,,7,59.44,19,55.2,0.1,1.7,10,0,0,2.8,2,377.93,1341,0,Q3
41,Female,India,Hyderabad,2.1,5,22.1,4.4,62.8,2,8,38.42,18,34.6,2.5,28.5,6,1,24.7,18.7,3,290.51,1914,0,Q2
23,Female,India,Mumbai,2.2,9,31.2,8,60.6,3,11,203.77,17,7.1,2.9,12.9,5,0,40.4,19.7,3,2550.92,686,1,Q1
48,Male,USA,New York,2.9,17,35.9,11.8,42.2,4,19,131.93,31,78.1,12.7,35.2,9,2,51,27.1,3,2230.72,3512,1,Q3
64,Female,USA,Houston,4.3,4,16.7,6.3,73,2,6.5,107.84,40,66.6,1.6,22.1,8,0,6,14.5,1,501.22,1276,0,Q4
39,Male,USA,Phoenix,0.6,7,23.8,8,37.3,6,13,146.07,25,27.84,8.6,17.2,4,3,38.4,26.3,3,1511.84,,0,Q4
39,Male,USA,New York,0.7,11,27,8.2,57,1,9.1,156.51,3,56.16,9.8,26.7,9,1,,14.8,2,1175.76,2813,0,Q4
33,Female,USA,Houston,10,1,15.7,4.2,84.2,2,6,183.56,47,33.9,18.4,0,7,0,0,10.8,3,1167.94,1453,1,Q2
54,Female,USA,New York,5.6,12,34.8,10.8,38.7,3,16.9,165.97,42,20.52,1.4,37.8,2,6,,24.8,2,1907.74,1632,0,Q4
31,Male,USA,Chicago,1.1,7,,4.2,65,4,7,111.03,48,58.5,8.3,18.7,9,0,7.8,,1,927.36,,0,Q3
38,Male,USA,Phoenix,7.9,5,35.6,6.6,56.2,5,13,172.87,3,81.48,3.5,39.1,10,2,40.7,21.6,2,1983.91,978,1,Q4
49,Male,USA,New York,1.3,7,40.6,13.6,29.2,7,22.1,136.23,2,34.92,4.1,26.1,6,5,36.9,25.6,3,2277.13,3663,1,Q4
61,Male,India,Mumbai,0.5,12,12.6,6.2,61.8,4,16.9,106,9,25.08,1,8,4,1,29.8,,2,1217.56,2094,0,Q4
35,Female,India,Hyderabad,1.4,27,38.5,13.9,24.2,7,18,69.72,35,21.1,4.4,37,9,,55.9,,1,1424.04,3990,0,Q2
